mros-visit1-aa1741
Whole Night (hrs): 10.200000		SleepStage2 (hrs): 2.808333
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,12.000000,0.500000,73.395895,0.013639
2,12.549020,0.398440,54.177157,0.014861
3,12.800000,0.703120,88.181888,0.019972
4,14.360976,1.601600,94.789044,0.057750
5,11.712418,0.597660,76.340887,0.080306
6,12.427184,0.402340,57.831693,0.210667
7,14.301676,0.699220,105.096513,0.247417
8,12.000000,0.500000,65.781643,0.841833
9,12.300300,1.300800,100.091554,1.082083
10,12.754448,1.097700,91.386282,1.085639
11,12.000000,1.500000,130.449378,1.145028
12,12.427184,0.402340,57.427329,1.146167
13,11.636364,0.601560,62.775616,1.154000
14,13.298701,0.300780,54.619669,1.154250
15,13.000000,1.000000,141.649500,1.160528
16,12.427184,0.402340,61.661707,1.168444
17,12.487805,0.800780,96.078431,1.175222
18,11.531532,1.300800,120.729381,1.175694
19,14.912621,0.402340,71.709773,1.182972
20,11.441341,0.699220,71.709773,1.187778
21,14.469565,0.898440,131.548028,1.196417
22,15.432624,1.101600,108.720531,1.197333
23,14.175896,1.199200,86.968795,1.199611
24,15.000000,1.000000,98.435950,1.201750
25,12.000000,1.000000,96.681163,1.205028
26,12.871508,0.699220,107.446403,1.216194
27,15.058824,0.597660,102.555886,1.216556
28,15.582609,0.898440,90.547036,1.217778
29,12.427184,0.402340,51.232166,1.231167
30,13.298701,0.300780,39.345388,1.237417
31,14.000000,0.500000,72.556649,1.237972
32,14.961039,0.601560,60.524910,1.238889
33,13.837838,1.300800,165.804532,1.241306
34,14.124138,1.699200,117.364767,1.243222
35,11.441341,0.699220,69.489586,1.244472
36,9.941748,0.402340,54.901961,1.245056
37,13.000000,1.000000,78.286412,1.246333
38,11.600000,2.500000,89.051652,1.252083
39,10.011173,0.699220,104.638743,1.264889
40,14.961039,0.601560,55.642023,1.272000
41,11.130435,0.898440,92.187381,1.273417
42,15.005329,2.199200,129.221027,1.284806
43,14.000000,1.000000,156.694896,1.286389
44,14.469565,0.898440,97.886625,1.289167
45,15.058824,0.796880,112.558175,1.291000
46,13.298701,0.300780,46.730755,1.304833
47,15.000000,1.000000,136.964981,1.305000
48,15.058824,0.597660,69.115740,1.305917
49,16.000000,0.500000,64.286259,1.306639
50,13.298701,0.601560,48.401617,1.307833
51,12.427184,0.402340,46.837568,1.308944
52,14.301676,0.699220,92.553597,1.312083
53,11.636364,0.601560,72.732128,1.313194
54,15.058824,0.398440,60.852979,1.315222
55,15.582609,0.898440,74.692912,1.316139
56,14.301676,0.699220,88.754101,1.323250
57,11.333333,1.500000,132.951858,1.326361
58,13.000000,1.000000,86.388952,1.327583
59,12.000000,0.500000,56.107424,1.333611
60,14.666667,1.500000,83.405814,1.333889
61,14.000000,0.500000,56.542306,1.336917
62,14.650602,1.296900,153.376059,1.338083
63,14.606607,1.300800,109.185931,1.339361
64,14.406926,0.902340,135.004196,1.339972
65,14.000000,0.500000,55.504692,1.342833
66,14.961039,0.601560,81.200885,1.343583
67,14.469565,0.898440,104.615854,1.344194
68,13.356522,0.898440,58.052949,1.375917
69,14.961039,0.601560,69.069963,1.383583
70,13.298701,0.601560,52.712291,1.401389
71,13.298701,0.300780,37.575341,1.405833
72,14.000000,0.500000,56.145571,1.411667
73,12.427184,0.402340,56.214237,1.411861
74,14.000000,0.500000,71.747921,1.420778
75,12.243478,0.898440,96.490425,1.421389
76,16.000000,0.500000,101.495384,1.423528
77,13.736585,0.800780,68.123903,1.431028
78,12.800000,0.703120,49.744411,1.433028
79,12.871508,0.699220,51.667048,1.459806
80,12.000000,0.500000,45.792325,1.468333
81,12.549020,0.398440,51.224537,1.470028
82,12.000000,0.500000,42.809186,1.481278
83,14.912621,0.402340,41.443503,1.481583
84,15.000000,1.000000,61.753262,1.488306
85,12.000000,0.500000,54.215305,1.491917
86,14.000000,0.500000,54.612039,1.505000
87,14.912621,0.402340,40.650034,1.516083
88,12.427184,0.402340,44.113832,1.528250
89,12.549020,0.796880,70.939193,1.546694
90,13.298701,0.300780,66.628519,1.571361
91,15.058824,0.597660,129.442283,1.571833
92,14.524823,1.101600,94.262608,1.572139
93,14.961039,0.601560,84.794385,1.574500
94,13.298701,0.300780,41.329061,1.579556
95,13.298701,0.300780,58.136873,1.582417
96,14.000000,0.500000,80.697337,1.585389
97,14.301676,0.699220,124.750134,1.588139
98,14.000000,0.500000,80.758373,1.588889
99,11.239024,0.800780,70.672160,1.590056
100,14.406926,0.902340,107.148852,1.592333
101,11.801418,1.101600,142.526894,1.605472
102,14.438178,1.800800,132.814527,1.605944
103,13.803922,0.796880,96.147097,1.607250
104,15.058824,0.597660,77.988861,1.608139
105,9.974026,0.300780,56.519417,1.609389
106,12.549020,0.398440,76.043336,1.609861
107,15.058824,0.398440,58.144503,1.611278
108,15.644444,0.703120,94.590677,1.616917
109,14.406926,0.902340,99.885557,1.618667
110,13.298701,0.300780,59.815366,1.619444
111,14.000000,0.500000,114.785992,1.630833
112,14.985366,0.800780,82.833600,1.632861
113,14.961039,0.601560,89.379721,1.633750
114,15.058824,0.398440,63.996338,1.637222
115,11.239024,1.601600,122.110323,1.641639
116,13.385621,0.597660,84.168765,1.645722
117,14.469565,0.898440,108.697642,1.646694
118,15.058824,0.597660,95.712215,1.651611
119,14.000000,0.500000,68.665599,1.652806
120,13.736585,0.800780,111.238270,1.653583
121,14.985366,0.800780,105.462730,1.654083
122,13.385621,0.597660,95.117113,1.657250
123,11.082251,0.902340,105.577173,1.663250
124,14.961039,0.601560,85.542077,1.672417
125,10.011173,0.699220,95.109483,1.673500
126,15.000000,1.000000,128.770886,1.675556
127,13.298701,0.902340,109.056229,1.677472
128,14.000000,0.500000,50.614176,1.678361
129,13.665480,1.097700,126.527810,1.678639
130,14.406926,0.902340,82.238499,1.681306
131,14.222222,0.703120,58.991379,1.686639
132,13.298701,0.300780,40.115969,1.686917
133,12.000000,0.500000,59.845884,1.687694
134,14.129870,1.203100,132.242313,1.688861
135,15.058824,0.796880,99.160754,1.699472
136,14.961039,0.601560,79.949645,1.703389
137,14.222222,0.703120,67.063401,1.707333
138,14.000000,0.500000,79.125658,1.711278
139,14.301676,0.699220,97.642481,1.714250
140,14.406926,0.902340,144.350347,1.717417
141,14.000000,1.000000,76.806287,1.721972
142,14.524823,1.101600,75.898375,1.724833
143,11.441341,0.699220,77.096208,1.739583
144,15.000000,1.000000,107.263294,1.741306
145,14.301676,0.699220,59.090562,1.742361
146,14.524823,1.101600,126.855879,1.744972
147,14.985366,0.800780,73.884184,1.747361
148,14.650602,1.296900,130.983444,1.759333
149,14.912621,0.402340,79.552911,1.766639
150,11.441341,0.699220,78.919661,1.776444
151,11.712418,0.597660,52.254520,1.776750
152,10.000000,0.500000,55.878538,1.777833
153,14.985366,0.800780,92.034791,1.784167
154,14.301676,0.699220,100.030518,1.785028
155,14.912621,0.402340,62.844282,1.788111
156,14.469565,0.898440,130.449378,1.790028
157,14.576512,1.097700,79.415579,1.792250
158,14.469565,0.898440,133.615625,1.795917
159,14.000000,1.500000,94.674601,1.798583
160,15.058824,0.398440,48.722057,1.802639
161,11.130435,0.898440,79.934386,1.806611
162,15.016760,1.398400,86.236362,1.818556
163,14.606607,1.300800,130.792706,1.820667
164,15.058824,0.597660,58.129244,1.827806
165,14.912621,0.402340,85.473411,1.831861
166,14.301676,0.699220,111.696040,1.846583
167,14.000000,1.000000,106.347753,1.850944
168,14.469565,0.898440,88.616770,1.855639
169,13.665480,1.097700,126.306554,1.856417
170,13.298701,0.601560,47.508965,1.858472
171,14.469565,0.898440,87.884337,1.858972
172,13.298701,0.300780,55.458915,1.874583
173,14.469565,0.898440,122.049287,1.874861
174,14.961039,0.601560,88.052186,1.875750
175,14.301676,0.699220,95.780880,1.876056
176,14.712644,1.699200,91.615167,1.876472
177,15.731844,0.699220,85.496300,1.877778
178,14.985366,0.800780,93.934539,1.880250
179,14.124138,1.699200,119.638361,1.881139
180,14.301676,1.398400,174.601358,1.882500
181,14.961039,0.601560,87.953002,1.884278
182,13.298701,0.300780,56.420233,1.889306
183,14.222222,0.703120,84.946975,1.895250
184,15.058824,0.597660,127.016098,1.901694
185,14.912621,0.402340,67.803464,1.902556
186,14.985366,0.800780,102.052338,1.904444
187,12.487805,0.800780,60.761425,1.907333
188,13.000000,1.000000,101.472496,1.907917
189,12.427184,0.402340,51.918822,1.919972
190,13.385621,0.597660,52.353704,1.927583
191,13.298701,0.300780,52.948806,1.928306
192,15.731844,0.699220,70.412757,1.929028
193,14.961039,0.601560,84.184024,1.930333
194,15.058824,0.597660,70.244907,1.936194
195,15.058824,0.597660,70.305943,1.937167
196,15.058824,0.398440,53.948272,1.938833
197,15.515152,0.902340,88.632029,1.939139
198,14.912621,0.402340,54.688334,1.940944
199,14.222222,0.703120,103.952087,1.941778
200,14.222222,0.703120,90.356298,1.953583
201,13.298701,0.601560,70.283055,1.954722
202,12.549020,0.398440,52.094301,1.957250
203,14.000000,1.000000,121.469444,1.957389
204,14.576512,1.097700,96.986343,1.958361
205,14.000000,1.000000,122.064546,1.960306
206,15.058824,0.398440,63.202869,1.963222
207,14.469565,0.898440,75.104906,1.972306
208,12.000000,0.500000,36.903944,1.974583
209,14.985366,0.800780,79.819944,1.975667
210,14.985366,0.800780,86.327916,1.977972
211,15.000000,1.000000,100.282292,1.981389
212,14.961039,0.601560,72.686351,1.984222
213,13.298701,0.300780,40.741588,1.990667
214,9.974026,0.300780,42.412451,1.991667
215,16.000000,0.500000,63.157092,1.996972
216,15.022005,1.597700,115.571832,2.002667
