mros-visit1-aa5688
Whole Night (hrs): 13.666667		SleepStage2 (hrs): 5.041667
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,12.549020,0.398440,47.348745,0.115722
2,13.385621,0.597660,63.157092,0.241000
3,13.298701,0.902340,74.021515,0.494222
4,13.298701,0.300780,41.680018,0.849083
5,13.736585,0.800780,53.475242,1.076083
6,10.039216,0.398440,54.131380,1.096000
7,13.298701,0.300780,52.170596,1.376944
8,15.058824,0.597660,56.038758,2.100083
9,13.298701,0.300780,44.655528,2.243972
10,13.736585,0.800780,62.088960,2.588389
11,15.058824,0.398440,67.727169,2.799722
12,13.069069,1.300800,81.841764,3.529250
13,15.058824,0.597660,58.060578,3.710083
14,12.549020,0.398440,61.684596,3.766528
15,14.912621,0.402340,69.375143,3.885194
16,14.985366,0.800780,70.183871,3.905833
17,14.000000,1.000000,55.924315,3.993694
18,13.736585,0.800780,67.086290,4.018278
19,12.427184,0.402340,49.050126,4.084417
20,14.000000,0.500000,53.025101,4.119667
21,13.837838,1.300800,68.535897,4.129722
22,12.871508,0.699220,55.611505,4.138056
23,14.985366,0.800780,70.199130,4.144278
24,12.871508,0.699220,57.221332,4.154083
25,14.000000,0.500000,50.293736,4.155444
26,14.524823,1.101600,58.892195,4.155833
27,15.000000,1.000000,54.161898,4.164167
28,14.576512,1.097700,63.866636,4.166056
29,14.000000,1.000000,56.427863,4.167806
30,14.748971,1.898400,77.622644,4.168361
31,12.427184,0.402340,44.602121,4.178528
32,14.469565,0.898440,55.397879,4.182806
33,11.239024,0.800780,55.344472,4.189389
34,13.736585,0.800780,74.372473,4.192306
35,12.549020,0.398440,36.919203,4.194389
36,14.000000,1.000000,46.494240,4.196972
37,12.508143,1.199200,59.861143,4.197917
38,14.650602,1.296900,68.375677,4.200306
39,14.912621,0.402340,44.510567,4.201444
40,13.803922,0.796880,67.818723,4.204194
41,14.129870,1.203100,74.692912,4.211222
42,14.000000,1.000000,67.093919,4.213722
43,12.000000,0.500000,40.573739,4.216250
44,14.469565,0.898440,59.281300,4.225278
