mros-visit1-aa5943
Whole Night (hrs): 7.333333		SleepStage2 (hrs): 2.641667
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,12.871508,0.699220,46.631571,0.229194
2,12.549020,0.398440,35.873960,0.246278
3,11.239024,0.800780,131.090257,0.307444
4,12.549020,0.398440,28.168154,0.307722
5,14.524823,1.101600,97.413596,0.733167
6,11.441341,0.699220,62.088960,0.743750
7,13.298701,0.300780,30.380713,0.868722
8,14.000000,0.500000,30.655375,0.875611
9,13.298701,0.300780,31.227588,0.900917
10,9.974026,0.300780,42.290379,0.916056
11,12.549020,0.398440,52.170596,0.963750
12,13.298701,0.300780,28.107118,0.979806
13,11.239024,0.800780,60.128176,1.099500
14,11.712418,0.597660,56.374456,1.101889
15,12.000000,0.500000,52.552071,1.110556
16,11.636364,0.601560,39.238575,1.122917
17,12.549020,0.398440,40.917067,1.125583
18,11.082251,0.902340,53.124285,1.140111
19,14.000000,0.500000,34.859236,1.151861
20,10.039216,0.398440,57.167926,1.166000
21,13.298701,0.300780,37.720302,1.174639
22,14.000000,0.500000,38.719768,1.183278
23,11.294118,0.796880,51.987488,1.185583
24,14.301676,0.699220,54.703593,1.234500
25,13.298701,0.300780,44.472419,1.237417
26,11.441341,0.699220,95.658808,1.275833
27,10.932384,1.097700,45.494774,1.317861
28,12.549020,0.398440,36.789502,1.318750
29,14.000000,0.500000,53.849088,1.319222
30,12.000000,0.500000,29.938201,1.336722
31,12.549020,0.398440,36.011292,1.336889
32,13.298701,0.300780,32.051575,1.337083
33,11.636364,0.601560,57.389181,1.385806
34,9.941748,0.402340,34.126802,1.400889
35,13.298701,0.601560,46.128023,1.412472
36,11.239024,0.800780,51.415274,1.419667
37,10.805195,1.203100,75.951781,1.420667
38,11.712418,0.597660,63.912413,1.469806
39,14.912621,0.402340,44.792859,1.491028
40,13.298701,0.300780,26.390478,1.506750
41,13.298701,0.300780,40.962844,1.517028
42,15.058824,0.398440,45.624475,1.522306
43,13.298701,0.601560,58.670939,1.529833
44,11.661605,1.800800,86.785687,1.551028
45,9.974026,0.300780,25.665675,1.572444
46,12.000000,0.500000,32.761120,1.572611
47,11.712418,0.597660,47.997253,1.627250
48,12.549020,0.398440,35.675593,1.630639
49,11.636364,1.203100,61.486229,1.635944
