ID,CH,F,SPINDLE,Time_of_night,STOP
nsrr0050,EEG3,10.895,1,0.0061805555555555555,0.00642578125
nsrr0050,EEG3,10.895,2,0.006740451388888889,0.007082248263888889
nsrr0050,EEG3,10.895,3,0.009378255208333333,0.009572482638888888
nsrr0050,EEG3,10.895,4,0.0121484375,0.012358940972222222
nsrr0050,EEG3,10.895,5,0.024556206597222224,0.024815538194444445
nsrr0050,EEG3,10.895,6,0.0310546875,0.031217447916666665
nsrr0050,EEG3,10.895,7,0.0315234375,0.03233072916666667
nsrr0050,EEG3,10.895,8,0.04491861979166667,0.04509765625
nsrr0050,EEG3,10.895,9,0.049854600694444445,0.05025499131944444
nsrr0050,EEG3,10.895,10,0.051146918402777776,0.051500651041666665
nsrr0050,EEG3,10.895,11,0.05982421875,0.05998589409722222
nsrr0050,EEG3,10.895,12,0.06408420138888889,0.0642361111111111
nsrr0050,EEG3,10.895,13,0.06957139756944444,0.06975151909722223
nsrr0050,EEG3,10.895,14,0.07142144097222222,0.07170030381944445
nsrr0050,EEG3,10.895,15,0.08311197916666667,0.083359375
nsrr0050,EEG3,10.895,16,0.08721137152777778,0.08741102430555556
nsrr0050,EEG3,10.895,17,0.08847764756944444,0.08873480902777778
nsrr0050,EEG3,10.895,18,0.09141167534722222,0.09164279513888889
nsrr0050,EEG3,10.895,19,0.09385416666666667,0.09405381944444445
nsrr0050,EEG3,10.895,20,0.09585069444444444,0.0962424045138889
nsrr0050,EEG3,10.895,21,0.09886501736111111,0.09901584201388888
nsrr0050,EEG3,10.895,22,0.10174370659722222,0.10201063368055556
nsrr0050,EEG3,10.895,23,0.10660373263888889,0.10719835069444444
nsrr0050,EEG3,10.895,24,0.10756727430555556,0.10774197048611112
nsrr0050,EEG3,10.895,25,0.10931749131944445,0.10948350694444445
nsrr0050,EEG3,10.895,26,0.12325629340277777,0.12344835069444444
nsrr0050,EEG3,10.895,27,0.12427300347222223,0.12452799479166667
nsrr0050,EEG3,10.895,28,0.12809895833333335,0.12839626736111112
nsrr0050,EEG3,10.895,29,0.13194444444444445,0.13219075520833334
nsrr0050,EEG3,10.895,30,0.13396592881944444,0.13423177083333335
nsrr0050,EEG3,10.895,31,0.13935438368055555,0.1398361545138889
nsrr0050,EEG3,10.895,32,0.14280815972222222,0.14300130208333334
nsrr0050,EEG3,10.895,33,0.1456684027777778,0.1463943142361111
nsrr0050,EEG3,10.895,34,0.15587022569444445,0.15631510416666666
nsrr0050,EEG3,10.895,35,0.15902777777777777,0.15922200520833332
nsrr0050,EEG3,10.895,36,0.16950954861111112,0.16967013888888888
nsrr0050,EEG3,10.895,37,0.1836208767361111,0.18376302083333335
nsrr0050,EEG3,10.895,38,0.18634223090277777,0.18656575520833332
nsrr0050,EEG3,10.895,39,0.19510633680555556,0.19527452256944444
nsrr0050,EEG3,10.895,40,0.20115668402777778,0.20131727430555554
nsrr0050,EEG3,10.895,41,0.20414171006944445,0.20436089409722222
nsrr0050,EEG3,10.895,42,0.21221571180555557,0.21257161458333335
nsrr0050,EEG3,10.895,43,0.214111328125,0.21480143229166668
