mros-visit2-aa5175
Whole Night (hrs): 17.235556		SleepStage2 (hrs): 3.933333
SpindleNo,Frequency,Duration,Amplitude,Time_of_night,SleepStage
1,13.298701,0.300780,41.260395,0.232194,0
2,12.000000,0.500000,59.693294,2.268889,0
3,10.039216,0.597660,51.514458,3.053278,0
4,13.298701,0.601560,61.341268,3.060833,0
5,11.636364,0.601560,52.460517,3.257889,0
6,9.974026,0.300780,32.104982,3.260056,0
7,13.298701,0.300780,42.603189,3.277889,0
8,12.549020,0.398440,34.973678,3.289611,0
9,11.130435,0.898440,49.591821,3.330222,0
10,12.709220,1.101600,55.298695,3.340000,0
11,12.000000,0.500000,46.082246,3.366417,0
12,12.549020,0.398440,38.910506,3.405861,0
13,12.467532,1.203100,90.028229,3.456639,0
14,9.974026,0.300780,42.450599,3.466028,0
15,12.487805,0.800780,61.127642,3.479167,0
16,11.441341,0.699220,60.395209,3.479750,0
17,15.058824,0.398440,42.847333,3.487250,0
18,13.298701,0.601560,54.383154,3.498889,0
19,12.549020,0.398440,36.835279,3.513222,0
20,15.000000,1.000000,76.844434,3.523722,0
21,13.298701,0.300780,46.967269,3.526083,0
22,13.298701,0.300780,32.990005,3.568722,0
23,12.243478,0.898440,54.077974,3.595278,0
24,12.427184,0.402340,48.676280,3.597611,0
25,9.993994,1.300800,68.574044,3.599083,0
26,12.000000,0.500000,46.601053,3.617583,0
27,14.000000,1.000000,58.045319,3.644778,1
28,9.974026,0.300780,29.571984,3.653417,1
29,13.298701,0.300780,23.712520,3.658000,1
30,12.549020,0.398440,31.250477,3.659333,1
31,14.000000,0.500000,37.933928,3.668944,1
32,11.239024,0.800780,37.842374,3.672361,1
33,14.000000,0.500000,46.967269,3.672806,1
34,11.377778,0.703120,42.084382,3.684139,2
35,13.665480,1.097700,63.965820,3.698778,2
36,13.385621,0.597660,39.093614,3.701000,2
37,13.385621,0.597660,54.261082,3.719056,2
38,13.000000,1.000000,55.329213,3.744000,2
39,13.000000,1.000000,51.544976,3.745472,2
40,11.712418,0.597660,41.199359,3.745917,2
41,13.298701,0.300780,43.427176,3.747194,2
42,13.000000,1.000000,67.872129,3.752639,2
43,11.712418,0.597660,48.065919,3.753833,2
44,12.487805,0.800780,66.407263,3.782167,2
45,12.871508,0.699220,48.950942,3.783278,2
46,12.427184,0.402340,34.790570,3.785750,2
47,11.441341,0.699220,45.929656,3.786333,2
48,14.000000,0.500000,74.921798,3.798000,2
49,13.298701,0.300780,29.968719,3.800278,0
50,13.342020,1.199200,72.449836,3.805556,0
51,13.298701,0.601560,49.347677,3.806861,0
52,14.301676,0.699220,44.464790,3.823972,1
53,13.385621,0.597660,40.924697,3.841750,1
