mros-visit1-aa2099
Whole Night (hrs): 9.291667		SleepStage2 (hrs): 3.508333
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,12.000000,2.000000,123.727779,0.840806
2,14.000000,0.500000,34.309911,0.879111
3,14.000000,0.500000,83.367666,0.882306
4,12.641975,1.898400,95.101854,0.884944
5,13.298701,0.601560,44.846265,0.885611
6,12.871508,0.699220,78.583963,0.892583
7,13.385621,0.597660,58.556497,0.907806
8,12.549020,0.796880,49.607080,0.920722
9,13.298701,0.601560,46.784161,0.932694
10,12.549020,0.398440,29.304952,0.937944
11,14.000000,0.500000,57.389181,0.939667
12,12.549020,0.398440,33.798734,0.956667
13,13.298701,0.300780,41.123064,0.963611
14,13.385621,0.597660,40.383001,0.964472
15,13.385621,0.597660,53.055619,0.967389
16,12.549020,0.398440,36.339361,0.970639
17,11.801418,1.101600,110.406653,0.972750
18,12.000000,0.500000,35.301747,1.793500
19,12.800000,0.703120,54.436561,1.831083
20,14.301676,0.699220,42.130159,1.853361
21,13.298701,0.601560,63.805600,1.856306
22,12.427184,0.402340,36.270695,1.859917
23,14.000000,0.500000,35.744259,1.871417
24,13.298701,0.300780,29.167620,1.872417
25,12.000000,0.500000,49.706264,1.880056
26,12.549020,0.398440,29.991608,1.967917
27,13.736585,0.800780,46.356909,1.968694
28,12.549020,0.398440,40.741588,1.972028
29,13.298701,0.300780,36.995499,1.988139
30,11.441341,0.699220,56.488899,1.999111
31,14.000000,0.500000,53.864347,2.001167
32,12.000000,0.500000,38.941024,2.001722
33,9.941748,0.402340,34.462501,2.003028
34,12.549020,0.398440,52.796216,2.003472
35,10.840391,1.199200,65.560388,2.014639
36,13.298701,0.300780,33.455406,2.033722
37,12.000000,0.500000,54.619669,2.040000
38,11.239024,0.800780,68.490120,2.041083
39,12.871508,0.699220,43.358511,2.052667
40,12.000000,0.500000,43.793393,2.054694
41,13.385621,0.597660,42.160678,2.063694
42,12.000000,1.000000,64.782177,2.070278
43,9.974026,0.300780,33.279927,2.073250
44,11.712418,0.597660,55.832761,2.083778
45,12.000000,0.500000,44.357977,2.088000
46,12.549020,0.398440,32.051575,2.107528
47,13.298701,0.300780,28.084230,2.112750
48,13.385621,0.597660,38.963912,2.114889
49,12.427184,0.402340,35.568780,2.141167
