mros-visit1-aa1320
Whole Night (hrs): 13.450000		SleepStage2 (hrs): 4.875000
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,15.058824,0.398440,36.949722,3.352111
2,12.487805,0.800780,67.528801,3.352306
3,13.736585,0.800780,46.272984,3.806778
4,13.298701,0.902340,90.333410,3.807472
5,13.298701,0.300780,28.854810,3.823833
6,12.871508,0.699220,34.798199,3.829222
7,13.736585,0.800780,56.374456,3.829917
8,14.000000,0.500000,34.477760,3.832222
9,12.000000,0.500000,43.289845,3.843472
10,13.298701,0.300780,27.611200,3.846639
11,14.000000,0.500000,53.170062,3.858056
12,14.912621,0.402340,38.353552,3.868306
13,13.385621,0.597660,39.711604,3.871056
14,12.549020,0.398440,43.991760,3.875917
15,13.298701,0.300780,34.447242,3.898139
16,14.301676,0.699220,61.989776,3.901583
17,13.385621,0.597660,50.308995,3.902389
18,13.298701,0.601560,45.441367,3.917472
19,12.549020,0.398440,37.926299,3.919750
20,12.427184,0.402340,35.103380,3.921083
21,14.000000,0.500000,28.809033,3.924778
22,12.871508,0.699220,81.620508,3.937833
23,15.058824,0.398440,39.154650,3.944444
24,12.427184,0.402340,29.373617,3.945667
25,14.222222,0.703120,47.699702,3.949139
26,13.385621,0.597660,40.985733,3.949667
27,14.301676,0.699220,42.236973,3.957861
28,14.912621,0.402340,37.697414,3.964778
29,14.961039,0.601560,57.618067,3.966722
30,12.427184,0.402340,36.568246,3.969222
31,12.427184,0.402340,26.192111,3.974361
32,12.427184,0.402340,37.453269,3.987889
33,14.301676,0.699220,39.909972,4.047722
34,13.298701,0.300780,27.916381,4.068278
35,13.298701,0.601560,30.380713,4.073167
36,13.298701,0.300780,26.924544,4.074000
37,13.356522,0.898440,33.249409,4.076194
38,13.385621,0.597660,41.229877,4.125306
39,14.000000,0.500000,44.319829,4.179611
40,13.736585,0.800780,61.844816,4.266861
41,12.427184,0.402340,31.525139,4.297694
42,14.000000,0.500000,37.224384,4.303611
43,13.298701,0.300780,30.960555,4.363111
44,12.549020,0.398440,34.866865,4.368417
45,13.000000,1.000000,110.254063,4.384722
46,14.000000,1.000000,41.550317,4.442917
47,12.549020,0.398440,37.117571,4.445028
48,13.298701,0.300780,31.311513,4.488583
49,12.000000,0.500000,39.070726,4.489111
50,10.000000,0.500000,41.390097,4.490389
51,13.298701,0.300780,25.070573,4.491806
52,14.000000,0.500000,58.121614,4.495722
53,12.549020,0.398440,31.578546,4.515500
54,14.000000,0.500000,32.501717,4.532083
55,12.754448,1.097700,76.195926,4.536611
56,14.000000,0.500000,39.925231,4.582556
57,13.385621,0.597660,55.352102,4.596000
58,12.549020,0.398440,40.787366,4.629528
59,14.912621,0.402340,36.774243,4.637556
60,13.000000,1.000000,44.159609,4.648889
61,13.000000,1.000000,58.297093,4.649694
62,14.000000,0.500000,53.124285,4.712222
63,13.298701,0.300780,37.537194,4.722056
64,12.427184,0.402340,46.692607,4.805611
65,12.427184,0.402340,28.908217,4.834972
66,13.298701,0.601560,45.914397,4.852972
67,12.427184,0.402340,45.769436,4.905333
68,13.356522,0.898440,50.698100,5.018639
69,13.356522,0.898440,48.134585,5.025583
70,13.298701,1.203100,54.825666,5.026639
71,14.000000,0.500000,42.809186,5.045333
72,14.000000,0.500000,31.715877,5.046444
73,12.549020,0.398440,37.781338,5.053000
74,14.000000,0.500000,38.620584,5.056472
75,13.385621,0.597660,44.533455,5.058083
76,14.000000,0.500000,46.799420,5.063583
77,13.385621,0.597660,41.824979,5.074250
78,13.385621,0.597660,48.828870,5.081000
79,14.000000,0.500000,38.040742,5.082389
80,12.549020,0.398440,36.102846,5.091194
81,13.736585,0.800780,43.854429,5.092194
82,12.549020,0.398440,38.590066,5.115028
83,13.298701,0.601560,49.668116,5.116778
84,14.000000,0.500000,46.036469,5.133750
85,13.385621,0.597660,47.051194,5.149472
86,13.385621,0.597660,39.391165,5.166750
87,12.871508,0.699220,59.716182,5.195750
88,13.736585,0.800780,34.256504,5.197028
89,13.298701,0.601560,43.312734,5.284000
90,13.736585,0.800780,46.936751,5.284500
91,13.298701,0.601560,38.605325,5.287000
92,12.549020,0.398440,36.896315,5.287917
93,13.298701,0.601560,45.288777,5.288444
94,13.298701,0.300780,25.978485,5.296167
95,15.058824,0.398440,30.815595,5.305833
96,13.298701,0.300780,32.227054,5.387889
97,13.298701,0.300780,33.333333,5.388750
98,12.549020,0.398440,40.070192,5.408417
99,13.298701,0.601560,43.785763,5.417889
100,12.000000,0.500000,31.517510,5.418806
101,12.871508,0.699220,32.333867,5.423333
102,12.190476,0.902340,35.950256,5.424778
103,14.961039,0.601560,44.846265,5.435333
104,14.000000,0.500000,32.753491,5.442194
105,12.871508,0.699220,42.366674,5.445917
106,14.000000,0.500000,34.210727,5.446667
107,13.298701,0.601560,34.966049,5.448167
108,14.000000,0.500000,42.412451,5.451056
109,13.736585,0.800780,30.266270,5.493611
110,13.736585,0.800780,46.890974,5.494500
111,14.000000,1.000000,43.503471,5.512722
112,13.298701,0.300780,27.191577,5.514306
113,13.298701,0.300780,29.327840,5.525056
114,15.058824,0.398440,27.832456,5.531611
115,12.427184,0.402340,39.169909,5.546722
116,13.803922,0.796880,36.751354,5.596972
117,14.000000,0.500000,32.478828,5.597583
118,12.871508,0.699220,68.085756,5.598778
119,13.736585,0.800780,55.703059,5.610139
120,13.385621,0.597660,35.980774,5.614111
121,13.298701,0.300780,27.512016,5.615417
122,12.549020,0.398440,26.306554,5.653139
123,12.871508,0.699220,46.959640,5.710694
124,13.298701,0.601560,32.249943,5.712083
125,12.871508,0.699220,40.871290,5.774778
126,13.298701,0.300780,41.641871,5.908667
127,12.427184,0.402340,47.341115,6.134278
128,13.298701,0.601560,39.337758,6.197194
129,13.298701,0.300780,36.202029,6.246111
130,14.000000,0.500000,52.147707,6.284528
131,13.298701,0.300780,26.688029,6.286361
132,12.549020,0.398440,26.726177,6.304028
133,14.000000,0.500000,39.124132,6.306250
134,14.912621,0.402340,39.047837,6.316583
135,14.301676,0.699220,36.842908,6.319806
136,14.000000,1.000000,41.748684,6.320389
137,13.298701,0.300780,21.766995,6.414278
138,14.301676,0.699220,35.538262,6.415306
139,13.298701,0.300780,25.749599,6.416500
140,12.427184,0.402340,30.251011,6.439500
141,14.000000,0.500000,38.368811,6.440361
142,14.912621,0.402340,30.312047,6.447472
143,13.736585,0.800780,46.318761,6.450611
144,14.000000,0.500000,35.027085,6.523833
145,14.000000,0.500000,35.240711,6.561889
146,13.385621,0.597660,24.765393,6.562528
147,13.000000,1.000000,35.729000,6.564861
148,14.000000,0.500000,29.633021,6.585528
149,13.298701,0.601560,31.029221,6.586222
150,14.961039,0.601560,44.762341,6.594722
151,13.298701,0.300780,27.679866,6.603278
152,14.000000,0.500000,31.830320,6.604194
153,14.301676,0.699220,45.075151,6.605083
154,14.000000,0.500000,74.860761,6.616194
155,14.469565,0.898440,38.742657,6.617444
156,14.000000,1.000000,52.185855,6.618306
157,14.000000,0.500000,29.983978,6.619111
158,12.427184,0.402340,39.887083,6.629222
159,13.298701,0.300780,22.102693,6.632472
160,12.549020,0.398440,25.192645,6.634583
161,14.000000,0.500000,32.204166,6.635500
162,13.298701,0.300780,23.079271,6.637972
163,14.000000,0.500000,30.350195,6.639167
164,13.356522,0.898440,43.595026,6.640306
165,12.549020,0.398440,32.921340,6.641611
166,12.549020,0.398440,35.324636,6.647222
167,12.000000,0.500000,33.600366,6.647972
168,14.175896,1.199200,44.823377,6.658667
169,15.058824,0.398440,31.715877,6.664583
170,14.301676,0.699220,34.836347,6.666194
171,13.298701,0.300780,28.305486,6.674028
172,12.549020,0.398440,34.264134,6.676611
173,14.000000,0.500000,45.342184,6.694111
174,13.298701,0.601560,45.296407,6.698722
175,13.385621,0.597660,32.814527,6.714806
176,15.058824,0.398440,29.449912,6.717861
177,14.000000,0.500000,27.176318,6.720917
178,13.298701,0.300780,32.257572,6.817778
179,14.000000,0.500000,34.187839,6.818194
180,14.301676,0.699220,43.770504,6.840167
181,14.985366,0.800780,29.198138,6.841944
182,14.301676,0.699220,36.270695,6.843056
183,13.298701,0.902340,48.424506,6.843389
184,14.000000,1.000000,40.764477,6.843833
185,14.301676,0.699220,38.696880,6.864750
186,14.000000,0.500000,37.392233,6.867972
187,13.298701,0.300780,30.678264,6.893861
188,13.385621,0.597660,42.717632,6.897389
189,14.000000,0.500000,30.563821,6.898083
190,14.000000,0.500000,38.521401,6.916139
191,14.912621,0.402340,34.180209,6.928028
192,15.058824,0.398440,37.743191,6.934806
193,14.912621,0.402340,34.195468,6.943944
194,14.301676,0.699220,57.427329,6.973556
195,14.000000,0.500000,35.484855,6.974222
196,12.549020,0.398440,33.119707,6.974611
197,13.298701,0.300780,27.748531,6.975556
198,13.298701,0.300780,36.240177,6.995278
199,12.427184,0.402340,32.799268,6.996361
200,12.549020,0.398440,28.694591,6.998000
201,14.000000,1.000000,46.448463,6.999111
202,14.301676,0.699220,38.467994,6.999722
203,13.298701,0.300780,30.655375,7.019361
204,14.912621,0.402340,29.770352,7.019833
205,14.000000,0.500000,36.766613,7.028333
206,14.000000,0.500000,26.909285,7.030056
207,14.000000,0.500000,43.564508,7.039972
208,13.736585,0.800780,36.514839,7.041722
209,14.000000,0.500000,34.943160,7.044944
210,12.549020,0.398440,34.210727,7.115917
211,12.549020,0.398440,30.663005,7.117528
212,13.342020,1.199200,51.873045,7.118083
213,14.301676,0.699220,41.275654,7.155583
214,14.301676,0.699220,41.321431,7.155861
215,12.871508,0.699220,38.384070,7.170500
216,13.298701,0.300780,29.465171,7.171250
217,10.000000,0.500000,39.818418,7.172278
218,13.385621,0.597660,49.828336,7.172722
219,15.058824,0.398440,30.197604,7.173278
220,13.069069,1.300800,54.421302,7.203722
221,14.912621,0.402340,26.581216,7.214778
222,14.000000,0.500000,35.568780,7.223306
223,12.000000,0.500000,34.096284,7.232556
224,12.549020,0.398440,31.204700,7.240167
225,14.000000,0.500000,30.006867,7.258111
226,13.803922,0.796880,61.661707,7.259750
227,11.636364,0.601560,47.737850,7.261361
228,13.298701,0.300780,43.945983,7.267556
229,12.549020,0.398440,37.705043,7.274667
230,12.549020,0.398440,31.784543,7.293500
231,14.000000,0.500000,31.418326,7.318528
232,13.298701,0.601560,32.219425,7.322417
233,13.342020,1.199200,46.044099,7.323139
234,12.871508,0.699220,34.225986,7.326528
235,12.754448,1.097700,60.883497,7.332583
236,14.000000,0.500000,27.031357,7.345750
237,13.736585,0.800780,33.112078,7.347028
238,14.000000,0.500000,42.107271,7.349472
239,14.000000,0.500000,31.235218,7.350722
240,14.000000,0.500000,28.412299,7.376750
241,14.000000,0.500000,39.940490,7.377917
242,14.000000,0.500000,36.278325,7.379000
243,10.000000,0.500000,43.961242,7.404611
244,14.000000,0.500000,40.146487,7.418306
245,14.000000,0.500000,53.856718,7.421111
246,14.301676,0.699220,44.197757,7.422556
247,13.356522,0.898440,50.583658,7.429667
248,13.000000,1.000000,59.159228,7.430472
249,14.301676,0.699220,33.661402,7.474083
250,13.736585,0.800780,40.856031,7.487500
251,15.058824,0.398440,27.054246,7.502667
252,14.000000,0.500000,41.527428,7.511583
253,13.298701,0.601560,43.419547,7.518611
254,13.385621,0.597660,30.746929,7.519389
255,12.549020,0.398440,38.582437,7.524056
256,14.301676,0.699220,63.462272,7.541806
257,14.000000,0.500000,32.982376,7.542722
258,13.617021,1.101600,58.709087,7.543444
259,14.000000,0.500000,65.148394,7.544167
260,13.298701,0.601560,29.564355,7.579417
261,14.000000,0.500000,38.063630,7.579972
262,13.356522,0.898440,56.626230,7.583500
263,13.385621,0.597660,41.817350,7.584111
264,13.298701,0.601560,33.974212,7.627778
265,14.000000,0.500000,26.131075,7.628361
266,13.617021,1.101600,47.898070,7.629306
267,13.736585,0.800780,50.385290,7.629972
268,14.222222,0.703120,43.396658,7.630667
269,13.298701,0.300780,37.384604,7.636222
