mros-visit1-aa1631
Whole Night (hrs): 8.958333		SleepStage2 (hrs): 3.133333
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,12.427184,0.402340,26.596475,3.704778
2,12.549020,0.398440,23.964294,3.722361
3,13.298701,0.300780,29.098955,3.727972
4,12.000000,0.500000,28.343633,3.728083
5,12.871508,0.699220,42.389563,3.759639
6,13.385621,0.597660,56.878004,3.762250
7,13.298701,0.300780,24.811170,3.775917
8,12.549020,0.398440,29.022660,3.803750
9,13.298701,0.300780,23.331044,4.289167
10,13.298701,0.300780,25.543603,4.301917
11,13.298701,0.300780,34.340429,4.314583
12,13.298701,0.300780,31.967651,4.315917
13,12.000000,0.500000,25.268940,4.376444
14,12.427184,0.402340,29.144732,4.398667
15,12.000000,0.500000,40.001526,4.401972
16,12.549020,0.398440,27.611200,4.453417
17,13.298701,0.300780,35.149157,4.562028
18,12.549020,0.398440,35.286488,4.588333
19,13.298701,0.300780,27.443351,5.563972
20,12.427184,0.402340,22.964828,5.588806
21,13.298701,0.300780,26.726177,5.696861
22,12.427184,0.402340,28.191043,5.748250
23,13.298701,0.300780,30.006867,5.792028
24,14.000000,0.500000,36.987869,5.801111
25,11.712418,0.597660,42.580301,6.136972
26,13.298701,0.601560,35.843442,6.166389
27,13.298701,0.601560,30.144198,6.173306
28,12.549020,0.398440,23.849851,6.187111
29,13.298701,0.300780,29.869535,6.222306
30,13.298701,0.300780,32.150759,6.321583
31,13.298701,0.300780,28.061341,7.044667
32,13.298701,0.300780,26.657511,7.196111
33,12.549020,0.398440,24.422065,7.277639
34,12.427184,0.402340,28.206302,7.312194
35,12.000000,0.500000,27.016098,7.332833
36,12.549020,0.398440,25.444419,7.888056
37,13.736585,0.800780,33.279927,7.927194
38,13.298701,0.300780,39.139391,7.942139
39,13.298701,0.300780,26.573587,7.959778
40,12.549020,0.398440,31.479362,8.135083
41,13.298701,0.300780,24.513619,8.151306
42,12.549020,0.398440,31.540398,8.152639
43,13.298701,0.601560,27.977417,8.174000
44,12.871508,0.699220,35.164416,8.182000
45,11.636364,0.601560,31.029221,8.183944
46,12.549020,0.398440,33.035782,8.189167
47,12.000000,0.500000,36.316472,8.192222
48,12.000000,0.500000,31.242847,8.215500
49,12.243478,0.898440,36.018921,8.230444
50,13.298701,0.300780,28.656443,8.246639
51,12.000000,0.500000,24.483101,8.247556
52,13.298701,0.300780,26.604105,8.251083
53,12.549020,0.398440,25.810636,8.266111
54,12.427184,0.402340,24.078737,8.284639
55,12.487805,0.800780,30.159457,8.288194
56,12.549020,0.398440,21.904326,8.295306
57,14.000000,0.500000,32.814527,8.342444
58,12.549020,0.398440,29.983978,8.356472
59,12.871508,0.699220,22.652018,8.360472
60,13.298701,0.300780,21.889067,8.378417
61,12.871508,0.699220,27.077134,8.379944
62,13.298701,0.300780,30.235752,8.432194
63,13.298701,0.300780,27.443351,8.460667
64,12.549020,0.398440,36.224918,8.471944
