ID,CH,F,SPINDLE,Time_of_night,STOP
nsrr0028,EEG3,10.895,1,0.2695128038194444,0.2696755642361111
nsrr0028,EEG3,10.895,2,0.2998101128472222,0.3000119357638889
nsrr0028,EEG3,10.895,3,0.313076171875,0.3135134548611111
nsrr0028,EEG3,10.895,4,0.31394856770833335,0.31412217881944443
nsrr0028,EEG3,10.895,5,0.3217534722222222,0.3219021267361111
nsrr0028,EEG3,10.895,6,0.32244249131944447,0.3226236979166667
nsrr0028,EEG3,10.895,7,0.485927734375,0.48610894097222224
nsrr0028,EEG3,10.895,8,0.5487966579861111,0.5489756944444445
nsrr0028,EEG3,10.895,9,0.5808908420138889,0.5811729600694444
nsrr0028,EEG3,10.895,10,0.5953233506944444,0.5955392795138889
nsrr0028,EEG3,10.895,11,0.5958973524305555,0.5963595920138889
nsrr0028,EEG3,10.895,12,0.6383463541666666,0.6390711805555556
nsrr0028,EEG3,10.895,13,0.6405523003472222,0.64080078125
nsrr0028,EEG3,10.895,14,0.6689377170138889,0.66912109375
nsrr0028,EEG3,10.895,15,0.6777289496527777,0.6778993055555556
nsrr0028,EEG3,10.895,16,0.6834190538194445,0.6835894097222223
nsrr0028,EEG3,10.895,17,0.6880154079861112,0.6882237413194444
nsrr0028,EEG3,10.895,18,0.6920844184027778,0.6922591145833333
nsrr0028,EEG3,10.895,19,0.6998209635416667,0.7000325520833334
nsrr0028,EEG3,10.895,20,0.70126953125,0.7015256076388889
nsrr0028,EEG3,10.895,21,1.0871918402777778,1.0875575086805556
nsrr0028,EEG3,10.895,22,1.090712890625,1.0913953993055556
nsrr0028,EEG3,10.895,23,1.2098719618055556,1.2100542534722223
nsrr0028,EEG3,10.895,24,1.2497417534722222,1.2499500868055555
nsrr0028,EEG3,10.895,25,1.2558452690972222,1.2560308159722222
nsrr0028,EEG3,10.895,26,1.262646484375,1.26302734375
nsrr0028,EEG3,10.895,27,1.2648958333333333,1.2650846354166667
nsrr0028,EEG3,10.895,28,1.2700509982638888,1.2702072482638889
nsrr0028,EEG3,10.895,29,1.276396484375,1.2765625
