ID,CH,F,SPINDLE,Time_of_night,STOP
nsrr0626,EEG3,10.895,1,0.6538541666666666,0.6540755208333333
nsrr0626,EEG3,10.895,2,0.7552886284722222,0.7554448784722222
nsrr0626,EEG3,10.895,3,0.8252875434027778,0.8255870225694445
nsrr0626,EEG3,10.895,4,0.8307899305555555,0.8309494357638889
nsrr0626,EEG3,10.895,5,0.8324370659722222,0.8329991319444444
nsrr0626,EEG3,10.895,6,0.8569476996527777,0.8571213107638889
nsrr0626,EEG3,10.895,7,0.9026822916666667,0.9028678385416666
nsrr0626,EEG3,10.895,8,0.9096473524305555,0.9097992621527777
nsrr0626,EEG3,10.895,9,0.9131770833333334,0.9133311631944444
nsrr0626,EEG3,10.895,10,0.9234038628472222,0.9235568576388888
nsrr0626,EEG3,10.895,11,0.9300531684027777,0.9303038194444444
nsrr0626,EEG3,10.895,12,0.9493402777777777,0.9494943576388889
nsrr0626,EEG3,10.895,13,0.9535991753472223,0.9538509114583333
nsrr0626,EEG3,10.895,14,0.9608561197916666,0.9611176215277778
nsrr0626,EEG3,10.895,15,0.9706022135416666,0.9707432725694445
nsrr0626,EEG3,10.895,16,0.9771028645833333,0.9772645399305555
nsrr0626,EEG3,10.895,17,0.98177734375,0.98193359375
nsrr0626,EEG3,10.895,18,1.0032335069444445,1.0034006076388888
nsrr0626,EEG3,10.895,19,1.006501736111111,1.006845703125
nsrr0626,EEG3,10.895,20,1.0190993923611111,1.0193109809027778
nsrr0626,EEG3,10.895,21,1.023986545138889,1.0241764322916667
nsrr0626,EEG3,10.895,22,1.0413726128472223,1.041640625
nsrr0626,EEG3,10.895,23,1.0462261284722223,1.0464192708333333
nsrr0626,EEG3,10.895,24,1.0493294270833333,1.0495225694444446
nsrr0626,EEG3,10.895,25,1.096474609375,1.0967350260416666
nsrr0626,EEG3,10.895,26,1.588000217013889,1.5882280815972223
nsrr0626,EEG3,10.895,27,1.608777126736111,1.60916015625
nsrr0626,EEG3,10.895,28,1.6254622395833334,1.6257259114583333
nsrr0626,EEG3,10.895,29,1.6702191840277778,1.6704188368055555
nsrr0626,EEG3,10.895,30,1.8981608072916667,1.8983138020833332
nsrr0626,EEG3,10.895,31,1.9217296006944444,1.9218901909722221
nsrr0626,EEG3,10.895,32,1.9223448350694445,1.9224967447916668
nsrr0626,EEG3,10.895,33,2.31197265625,2.312195095486111
nsrr0626,EEG3,10.895,34,2.3372569444444444,2.337641059027778
nsrr0626,EEG3,10.895,35,2.3465505642361113,2.3467502170138888
nsrr0626,EEG3,10.895,36,2.3671256510416665,2.3675423177083332
nsrr0626,EEG3,10.895,37,2.376828342013889,2.376967230902778
nsrr0626,EEG3,10.895,38,2.377763671875,2.37794921875
nsrr0626,EEG3,10.895,39,2.379310980902778,2.3795073784722223
nsrr0626,EEG3,10.895,40,2.3889246961805557,2.389076605902778
