mros-visit1-aa2555
Whole Night (hrs): 10.133333		SleepStage2 (hrs): 4.033333
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,12.000000,0.500000,32.410163,3.022556
2,13.298701,0.601560,36.575875,3.069222
3,12.871508,0.699220,80.292973,3.145861
4,13.298701,0.300780,34.760052,3.381639
5,13.298701,0.300780,39.124132,3.399861
6,12.000000,0.500000,41.199359,3.496889
7,12.549020,0.398440,36.652171,3.563972
8,12.800000,0.703120,30.792706,3.582611
9,12.427184,0.402340,37.857633,3.586583
10,12.000000,0.500000,49.126421,3.591917
11,12.871508,0.699220,32.364385,3.592306
12,12.549020,0.398440,49.324788,3.618361
13,11.441341,0.699220,38.780804,3.633778
14,12.427184,0.402340,30.579080,3.637833
15,12.243478,0.898440,34.325170,3.644389
16,11.130435,0.898440,56.504158,3.649667
17,10.762763,1.300800,59.319448,3.650611
18,12.487805,0.800780,46.074617,3.651583
19,12.000000,0.500000,53.185321,3.659028
20,12.549020,0.398440,42.862593,3.665444
21,12.549020,0.398440,47.661555,3.666528
22,13.298701,0.300780,33.554589,3.674667
23,12.000000,0.500000,34.096284,3.676528
24,11.712418,0.597660,47.829404,3.677667
25,9.974026,0.300780,40.840772,3.678056
26,13.298701,0.300780,29.289693,3.679222
27,14.301676,0.699220,40.100710,3.683250
28,13.298701,0.601560,38.582437,3.685194
29,12.549020,0.398440,31.952392,3.686806
30,12.549020,0.398440,32.127871,3.689111
31,13.803922,0.796880,51.934081,3.692111
32,13.069069,1.300800,40.238041,3.700056
33,15.058824,0.398440,33.897917,3.703222
34,12.487805,0.800780,49.118791,3.704861
35,12.549020,0.398440,36.346990,3.708778
36,12.549020,0.398440,31.021592,3.710917
37,13.298701,0.300780,37.499046,3.718750
38,12.000000,0.500000,36.812390,3.721250
39,12.000000,0.500000,31.090257,3.721500
40,12.000000,0.500000,42.374304,3.722944
41,15.058824,0.398440,60.158694,3.733500
42,13.385621,0.597660,45.952544,3.736417
43,14.469565,0.898440,50.423438,3.754167
44,12.487805,0.800780,48.348211,3.757167
45,12.549020,0.398440,21.484703,3.764056
46,13.356522,0.898440,41.084916,3.765778
47,12.427184,0.402340,32.166018,3.767278
48,12.000000,0.500000,37.758450,3.773194
49,13.298701,0.300780,26.665141,3.778556
50,12.754448,1.097700,42.427710,3.788083
51,13.298701,0.300780,32.684825,3.792639
52,14.000000,0.500000,34.386206,3.794111
53,12.427184,0.402340,48.455024,3.795528
54,11.636364,0.601560,26.009003,3.805000
55,12.549020,0.398440,43.915465,3.808056
56,14.912621,0.402340,30.701152,3.832611
57,13.298701,0.300780,24.910353,3.844778
58,11.636364,0.601560,33.386740,3.847000
59,11.636364,0.601560,32.570382,3.863861
60,11.441341,0.699220,33.005264,3.879611
61,13.736585,0.800780,74.486915,3.880667
62,11.441341,0.699220,44.632639,3.881833
