mros-visit2-aa1542
Whole Night (hrs): 15.255278		SleepStage2 (hrs): 2.800000
SpindleNo,Frequency,Duration,Amplitude,Time_of_night,SleepStage
1,15.432624,1.101600,485.938811,0.001861,0
2,16.000000,1.500000,256.137942,0.023417,0
3,15.688022,1.402300,362.951095,0.040111,0
4,12.549020,0.398440,29.175250,0.058056,0
5,12.549020,0.398440,26.092927,0.128194,0
6,12.427184,0.402340,36.591135,0.132889,0
7,9.974026,0.300780,30.060273,0.141500,0
8,13.298701,0.300780,36.743725,0.505833,0
9,12.549020,0.398440,37.933928,0.602778,0
10,12.000000,0.500000,41.321431,0.648333,0
11,14.000000,0.500000,40.497444,0.778500,0
12,11.636364,0.601560,41.504540,0.779861,0
13,14.912621,0.402340,29.694057,1.692056,0
14,12.000000,0.500000,52.033265,1.708917,0
15,12.000000,0.500000,81.483177,1.845694,0
16,12.000000,0.500000,37.232013,2.083028,0
17,12.709220,1.101600,67.872129,2.086389,0
18,14.000000,0.500000,55.146105,2.086806,0
19,10.000000,0.500000,45.227741,2.087222,0
20,13.298701,0.300780,27.130541,2.113278,1
21,12.427184,0.402340,31.952392,2.116444,1
22,14.000000,0.500000,64.667735,2.138167,2
23,10.039216,0.398440,34.882124,2.167250,0
24,12.427184,0.402340,39.673457,2.186167,1
25,12.549020,0.398440,26.581216,2.426944,0
26,12.549020,0.398440,24.872206,2.428222,0
27,13.298701,0.601560,93.507286,2.665472,0
28,10.011173,0.699220,40.802625,2.672278,0
29,11.636364,0.601560,49.042496,2.677361,0
30,13.298701,0.300780,32.471199,2.684444,0
31,11.130435,0.898440,54.413672,2.690778,0
32,11.712418,0.597660,42.481117,2.691139,0
33,12.549020,0.398440,35.797665,2.693917,0
34,12.549020,0.398440,37.262531,2.735222,2
35,12.427184,0.402340,32.013428,2.763722,2
36,14.000000,0.500000,33.997101,2.778333,2
37,13.298701,0.601560,70.923934,2.997500,0
38,11.636364,0.601560,52.979324,3.019417,0
39,12.487805,0.800780,55.237659,3.022000,0
40,12.549020,0.398440,41.474022,3.027167,0
41,9.974026,0.300780,37.567712,3.027556,0
42,12.337349,1.296900,46.204318,3.027806,0
43,14.912621,0.402340,33.478294,3.072556,2
44,11.377778,0.703120,49.835966,3.120667,2
45,13.298701,0.300780,33.447776,3.132444,2
46,12.000000,0.500000,39.276722,3.204306,5
47,12.549020,0.398440,33.813993,3.206750,5
48,12.549020,0.398440,28.625925,3.222028,5
49,13.298701,0.300780,23.498894,3.252056,5
50,11.636364,0.601560,42.084382,3.257417,5
51,11.712418,0.597660,58.289464,3.263139,5
52,12.000000,0.500000,39.002060,3.274250,5
53,9.941748,0.402340,39.887083,3.284500,5
54,11.712418,0.597660,49.835966,3.293417,5
55,12.000000,0.500000,28.625925,3.299222,5
56,13.298701,0.300780,30.365454,3.345194,0
57,12.549020,0.398440,34.607462,3.408750,1
58,13.803922,0.796880,48.798352,3.411000,1
59,12.000000,0.500000,42.420081,3.411528,1
60,12.190476,0.902340,47.638666,3.414972,1
61,12.871508,0.699220,39.887083,3.424667,2
62,12.427184,0.402340,34.515908,3.425111,2
63,12.000000,0.500000,38.269627,3.425278,2
64,14.000000,0.500000,40.558480,3.483250,2
65,12.549020,0.398440,42.572671,4.228639,0
66,12.427184,0.402340,50.965133,4.449278,0
67,12.427184,0.402340,35.248341,4.453111,1
68,13.298701,0.300780,41.718166,4.597333,1
69,13.298701,0.300780,28.961624,5.018000,5
70,12.800000,0.703120,35.461967,5.050667,5
71,13.298701,0.601560,38.147555,5.164278,0
72,12.000000,0.500000,35.614557,5.211750,0
73,12.427184,0.402340,26.520180,5.216722,5
74,12.000000,0.500000,36.041810,5.247889,0
75,16.623377,0.300780,30.212863,5.337611,2
76,13.298701,0.300780,25.268940,5.347472,2
77,13.298701,0.300780,24.567025,5.499972,2
78,12.427184,0.402340,34.027619,6.174778,0
79,12.000000,0.500000,41.596094,6.256833,1
80,13.298701,0.300780,25.360494,6.353833,1
81,13.298701,0.300780,25.177386,6.370000,0
82,9.974026,0.300780,36.713207,6.370917,0
83,12.549020,0.398440,38.147555,6.384611,5
84,13.298701,0.300780,28.961624,6.442889,5
85,13.298701,0.300780,39.154650,6.457306,0
86,11.636364,0.601560,35.217823,6.469639,0
87,13.298701,0.300780,32.776379,6.471667,0
88,13.298701,0.300780,36.346990,6.490417,0
89,13.298701,0.300780,33.966583,6.507556,0
90,13.298701,0.300780,27.038987,6.536194,0
91,12.000000,0.500000,33.875029,6.554528,0
92,11.239024,0.800780,32.013428,6.556028,0
93,13.385621,0.597660,37.964446,6.580361,0
94,12.000000,0.500000,27.038987,6.593556,0
95,12.549020,0.398440,29.358358,6.594528,0
96,13.298701,0.300780,27.985046,6.611306,0
97,13.298701,0.300780,35.736629,6.639306,1
98,13.298701,0.300780,24.811170,6.757861,2
99,12.549020,0.398440,36.652171,7.002639,2
100,12.549020,0.398440,35.309377,7.129861,2
101,13.298701,0.300780,23.254749,7.294861,5
102,9.974026,0.300780,21.759365,7.316028,5
103,11.441341,0.699220,34.180209,7.318111,5
104,12.549020,0.398440,29.907683,7.354444,5
105,12.000000,0.500000,34.241245,7.360167,5
106,13.298701,0.300780,26.886397,7.492194,5
107,13.298701,0.300780,27.191577,7.492556,5
108,13.298701,0.300780,30.914778,7.609444,0
109,12.549020,0.398440,37.415122,7.703500,5
110,15.058824,0.398440,33.966583,7.709889,5
111,12.549020,0.398440,35.004196,7.748917,5
112,10.000000,0.500000,28.290227,7.793028,0
113,15.058824,0.398440,25.543603,7.795222,0
114,9.974026,0.300780,28.412299,7.808167,0
115,12.549020,0.398440,45.441367,7.866944,0
116,13.298701,0.300780,27.893492,7.987333,0
117,13.298701,0.300780,32.013428,8.189444,0
118,9.974026,0.300780,30.395972,8.966222,0
119,13.298701,0.300780,37.354086,10.258694,0
120,12.549020,0.398440,32.837415,10.379889,0
121,14.000000,0.500000,40.985733,10.384167,0
122,12.000000,0.500000,47.669184,10.443750,0
123,11.377778,0.703120,174.380102,10.451639,0
124,12.427184,0.402340,35.858701,10.456444,0
125,13.298701,0.300780,33.783474,10.570556,0
126,12.487805,0.800780,38.239109,10.610056,0
127,9.974026,0.300780,26.031891,10.650889,0
128,13.298701,0.300780,35.065232,10.720139,0
129,12.549020,0.398440,30.640116,10.749111,0
130,12.549020,0.398440,46.967269,10.806694,0
131,14.000000,0.500000,48.065919,10.917333,0
132,11.801418,1.101600,47.974365,11.217972,0
133,12.000000,0.500000,37.201495,11.222528,0
134,14.222222,0.703120,44.037537,11.222889,0
135,12.000000,0.500000,43.701839,11.223556,0
136,12.549020,0.398440,38.178073,11.227722,0
137,11.712418,0.597660,49.713893,11.242444,0
138,12.000000,0.500000,57.892729,11.242833,0
139,13.298701,0.300780,33.325704,11.244722,0
140,14.912621,0.402340,42.664225,11.245528,0
141,12.427184,0.402340,41.596094,11.258028,0
142,13.298701,0.300780,28.870069,11.278833,0
143,12.549020,0.398440,31.647211,11.317306,0
144,12.549020,0.398440,36.194400,11.353889,0
145,12.427184,0.402340,27.557794,11.358444,0
146,13.298701,0.601560,33.691920,11.359444,0
147,12.427184,0.402340,38.666361,11.442972,0
148,12.000000,0.500000,43.366140,11.486389,0
149,13.298701,0.300780,30.853742,11.559917,0
150,13.298701,0.300780,45.258259,11.588556,0
151,9.974026,0.300780,32.410163,11.589806,0
152,13.298701,0.601560,39.215686,11.624639,0
153,10.000000,0.500000,33.203632,11.625000,0
154,11.294118,0.796880,60.761425,11.625722,0
155,12.427184,0.402340,29.663539,11.627194,0
156,12.549020,0.398440,25.726711,11.655917,0
157,14.000000,0.500000,31.799802,11.658167,0
158,11.636364,1.203100,58.594644,11.713028,0
159,12.549020,0.398440,42.114900,11.739028,0
160,12.243478,0.898440,38.910506,11.739194,0
161,13.298701,0.300780,30.365454,11.763444,0
162,12.427184,0.402340,44.220645,11.765806,0
163,13.298701,0.300780,23.834592,11.787000,0
164,12.427184,0.402340,34.699016,11.834083,0
165,13.298701,0.601560,28.747997,11.959444,0
166,13.385621,0.597660,28.656443,11.959944,0
167,12.549020,0.398440,32.684825,11.961889,0
168,12.000000,0.500000,40.833143,11.966222,0
169,12.000000,0.500000,50.782025,11.967694,0
170,14.912621,0.402340,29.419394,11.970056,0
171,13.298701,0.300780,31.464103,11.970833,0
172,13.298701,0.300780,32.593271,11.975556,0
173,12.000000,0.500000,31.067369,11.980333,0
174,14.000000,0.500000,42.145418,12.295639,0
175,13.298701,0.300780,30.548562,13.109167,0
