mros-visit1-aa1510
Whole Night (hrs): 11.875000		SleepStage2 (hrs): 3.225000
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,14.000000,1.500000,164.736400,0.002500
2,13.385621,0.597660,89.600977,0.006694
3,14.912621,0.402340,45.448997,0.010056
4,14.301676,0.699220,96.955825,0.034056
5,11.239024,0.800780,79.171435,0.037083
6,12.190476,0.902340,75.448234,0.042139
7,12.000000,0.500000,135.477226,0.055639
8,12.000000,0.500000,45.082780,0.062611
9,12.000000,1.000000,138.353552,0.064167
10,14.912621,0.402340,84.672313,0.069139
11,12.487805,0.800780,89.570459,0.072167
12,11.377778,0.703120,144.449531,0.097750
13,12.487805,0.800780,92.294194,0.102139
14,14.000000,1.000000,104.119936,0.102472
15,11.801418,1.101600,162.943465,0.105472
16,11.333333,1.500000,69.260700,0.107306
17,12.549020,0.398440,55.184253,0.115694
18,13.298701,0.300780,57.602808,0.118306
19,13.298701,0.300780,43.053330,0.119694
20,9.974026,0.300780,51.827268,0.120833
21,12.000000,1.000000,61.425193,0.121722
22,10.039216,0.398440,47.753109,0.123222
23,12.427184,0.402340,44.724193,0.124778
24,11.636364,0.601560,81.857023,0.126222
25,11.712418,0.597660,70.664530,0.126972
26,12.000000,0.500000,54.497597,0.134778
27,9.974026,0.601560,52.094301,0.134972
28,12.871508,0.699220,76.653696,0.138222
29,14.000000,0.500000,60.776684,0.139389
30,12.549020,0.398440,35.957885,0.142583
31,12.549020,0.398440,53.452354,0.143222
32,12.000000,0.500000,55.977722,0.145778
33,12.000000,0.500000,57.030594,0.149917
34,12.243478,0.898440,70.336461,0.152028
35,13.298701,0.300780,42.374304,0.154250
36,12.000000,0.500000,49.874113,0.155444
37,12.549020,0.398440,82.574197,0.160167
38,9.990244,0.800780,105.340658,0.167194
39,12.427184,0.402340,45.006485,0.167750
40,11.294118,0.796880,105.249104,0.176139
41,11.636364,0.601560,84.382391,0.182972
42,11.712418,0.597660,71.595331,0.184889
43,11.000000,1.000000,128.847181,0.189444
44,12.000000,0.500000,83.215076,0.189806
45,11.239024,0.800780,84.168765,0.194944
46,11.712418,0.597660,64.133669,0.200222
47,12.549020,0.398440,68.589303,0.205556
48,9.974026,0.300780,61.974517,0.206667
49,11.239024,0.800780,146.143282,0.209000
50,14.301676,0.699220,125.520714,0.210028
51,11.130435,0.898440,119.607843,0.210861
52,14.777589,2.300800,203.402762,0.211750
53,11.674267,1.199200,315.037766,0.213833
54,12.549020,0.398440,80.880446,0.219250
55,14.000000,0.500000,87.434195,0.223528
56,11.531532,1.300800,137.529564,0.224417
57,12.000000,0.500000,80.521859,0.227083
58,11.441341,0.699220,144.899672,0.229194
59,14.000000,0.500000,54.345006,0.231500
60,11.239024,0.800780,122.865644,0.232361
61,11.000000,1.000000,102.716106,0.233917
62,13.298701,0.300780,51.972229,0.234278
63,12.549020,0.398440,54.833295,0.245083
64,10.011173,0.699220,69.039445,0.248556
65,12.000000,0.500000,46.890974,0.248806
66,11.000000,1.000000,128.969253,0.250056
67,14.000000,1.500000,178.683146,0.255389
68,14.000000,0.500000,60.425727,0.271472
69,11.661605,1.800800,109.758145,0.291194
70,11.266504,1.597700,146.501869,0.299194
71,12.000000,0.500000,110.765240,0.302722
72,11.294118,0.796880,83.558404,0.320861
73,13.385621,0.597660,66.559854,0.329472
74,11.239024,0.800780,88.731212,0.332194
75,12.549020,0.796880,71.328298,0.341556
76,13.736585,0.800780,64.919509,0.358056
77,13.298701,0.601560,101.190204,0.375528
78,12.835655,1.402300,199.114977,0.379278
79,13.144254,1.597700,215.144579,0.446889
80,12.000000,0.500000,64.362554,0.455028
81,11.441341,0.699220,81.948577,0.550611
82,12.000000,0.500000,58.739605,0.592389
83,10.039216,0.398440,52.491035,0.607500
84,12.000000,1.000000,111.917296,0.619500
85,13.298701,0.300780,50.995651,0.684389
86,14.524823,1.101600,128.351263,0.686722
87,11.000000,1.000000,133.409628,0.687111
88,12.000000,1.000000,99.473564,0.689639
89,12.549020,0.398440,52.956435,0.695861
90,12.549020,0.398440,71.900511,0.696056
91,11.636364,0.601560,67.940795,0.698472
92,12.000000,0.500000,78.805219,0.699583
93,12.000000,0.500000,50.621805,0.700556
94,12.000000,0.500000,65.079728,0.703389
95,12.000000,0.500000,73.380636,0.704694
96,10.039216,0.398440,58.457313,0.709472
97,12.549020,0.398440,67.261769,0.710278
98,11.712418,0.597660,86.785687,0.717444
99,11.712418,0.597660,84.771496,0.717667
100,12.190476,0.902340,82.368200,0.726917
101,11.061728,1.898400,92.339971,0.729944
102,11.712418,0.597660,84.153506,0.734611
103,12.487805,0.800780,94.697490,0.736583
104,11.082251,0.902340,74.814984,0.741167
105,10.011173,0.699220,63.508049,0.746056
106,12.243478,0.898440,70.115206,0.753917
107,11.636364,0.601560,82.444495,0.769417
108,11.082251,0.902340,98.649577,0.772278
109,10.039216,0.398440,71.000229,0.775722
110,14.000000,0.500000,51.743343,0.776722
111,11.531532,1.300800,92.919814,0.777083
112,15.058824,0.398440,70.252537,0.777722
113,12.000000,0.500000,86.297398,0.784417
114,13.356522,0.898440,93.545434,0.786250
115,12.000000,0.500000,49.629969,0.786750
116,12.000000,1.000000,64.545663,0.792306
117,12.000000,0.500000,74.227512,0.794611
118,11.712418,0.597660,108.110170,0.795222
119,12.487805,0.800780,123.292897,0.796306
120,12.549020,0.398440,80.758373,0.798500
121,12.000000,0.500000,66.582742,0.811250
122,14.576512,1.097700,74.586099,0.811750
123,12.000000,1.000000,165.598535,0.826167
124,12.871508,0.699220,91.577020,0.827861
125,13.385621,0.597660,62.233921,0.829111
126,10.011173,0.699220,108.247501,0.831833
127,11.377778,0.703120,69.367514,0.843167
128,12.000000,1.000000,82.627604,0.845306
129,13.385621,0.597660,185.442893,0.848139
130,14.301676,0.699220,75.501640,0.857833
131,14.912621,0.402340,77.538720,0.867750
132,14.000000,0.500000,54.375525,0.868639
133,12.300300,1.300800,108.422980,0.869667
134,15.058824,0.398440,45.105669,0.870222
135,11.441341,0.699220,74.494545,0.871722
136,12.000000,0.500000,48.393988,0.874667
137,11.712418,0.597660,68.047608,0.877861
138,11.106291,1.800800,115.358206,0.878167
139,12.243478,0.898440,112.115663,0.883194
140,12.508143,2.398400,174.494545,0.894889
141,10.000000,0.500000,57.068742,0.901361
142,12.549020,0.398440,60.181582,0.907583
143,9.974026,0.300780,54.993515,0.911500
144,11.712418,0.597660,92.561227,0.919667
145,10.039216,0.398440,67.284657,0.920556
146,12.243478,0.898440,74.486915,0.923333
147,11.000000,2.000000,160.601205,0.923694
148,11.082251,0.902340,97.817960,0.927750
149,12.000000,0.500000,69.756619,0.933861
150,11.441341,0.699220,98.634318,0.934083
151,12.427184,0.402340,50.148775,0.934417
152,12.000000,0.500000,66.399634,0.934861
153,11.636364,0.601560,66.575113,0.935556
154,12.427184,0.402340,55.832761,0.935944
155,11.636364,0.601560,84.596017,0.939028
156,11.712418,0.597660,60.685130,0.941972
157,11.333333,1.500000,111.039902,0.943111
158,12.000000,0.500000,78.400855,0.948250
159,9.955556,0.703120,65.957122,0.949694
160,10.000000,0.500000,62.264439,0.950444
161,12.549020,0.796880,66.140230,0.950722
162,12.427184,0.402340,75.089647,0.961778
163,12.549020,0.398440,62.508583,0.968500
164,10.000000,0.500000,58.884565,0.971889
165,11.239024,0.800780,67.406729,0.973944
166,13.298701,0.300780,75.867857,0.976361
167,12.549020,0.398440,72.381170,0.977806
168,12.427184,0.402340,49.767300,0.979417
169,14.912621,0.402340,52.239261,0.979639
170,12.000000,0.500000,60.181582,0.982667
171,13.356522,0.898440,84.855421,0.987361
172,10.893617,1.101600,88.700694,0.988167
173,12.427184,0.402340,69.687953,0.988583
174,12.487805,0.800780,72.739757,0.989278
175,11.531532,1.300800,106.530861,0.994222
