mros-visit1-aa0260
Whole Night (hrs): 9.808333		SleepStage2 (hrs): 1.291667
SpindleNo,Frequency,Duration,Amplitude,Time_of_night
1,11.712418,0.597660,148.867018,1.340861
2,12.427184,0.402340,37.445640,1.632611
3,14.985366,0.800780,49.172198,1.634417
4,12.427184,0.402340,49.263752,1.762333
5,12.427184,0.402340,45.578698,1.763583
6,12.871508,0.699220,134.699016,1.826111
7,12.000000,1.000000,133.943694,1.829472
8,10.000000,0.500000,44.029908,1.836222
9,12.549020,0.398440,39.574273,1.838917
10,13.298701,0.300780,47.737850,1.853167
11,12.000000,0.500000,45.166705,1.894667
12,12.000000,0.500000,54.688334,1.896250
13,13.000000,1.000000,50.453956,1.905833
14,12.000000,0.500000,45.807584,1.940778
15,12.549020,0.398440,39.002060,1.943000
16,12.427184,0.402340,41.802090,1.950472
17,13.298701,0.300780,36.270695,1.967361
18,9.974026,0.300780,41.084916,1.973750
19,12.000000,0.500000,43.976501,2.028389
20,12.549020,0.398440,43.358511,2.057083
21,11.000000,1.000000,55.634394,2.066028
22,12.000000,0.500000,44.197757,2.069889
23,12.000000,0.500000,40.520333,2.091167
24,11.636364,0.601560,122.705425,2.099278
25,11.441341,0.699220,130.403601,2.105417
26,12.000000,0.500000,42.450599,2.108306
27,12.000000,0.500000,54.985885,2.127361
28,14.000000,1.500000,116.418708,2.135778
29,12.549020,0.398440,39.055467,2.150583
30,12.549020,0.398440,41.786831,2.154056
31,14.000000,0.500000,44.426642,2.155028
32,12.549020,0.398440,35.790036,2.210222
33,12.549020,0.398440,39.116503,2.221056
34,10.011173,0.699220,82.818341,3.308833
35,13.298701,0.300780,32.402533,3.431056
36,12.549020,0.398440,54.421302,3.683750
37,13.298701,0.300780,30.334936,3.734444
38,12.549020,0.398440,37.277790,3.819861
39,12.549020,0.398440,42.343786,3.821111
40,11.712418,0.597660,82.810712,3.848139
41,14.000000,0.500000,42.488746,3.849361
42,13.298701,0.300780,35.851072,3.873250
43,11.239024,0.800780,58.289464,3.884500
44,12.427184,0.402340,35.042344,3.994972
45,13.298701,0.300780,42.740520,4.152222
46,12.549020,0.398440,47.775998,4.302861
47,13.385621,0.597660,52.780957,4.383694
48,13.298701,0.300780,32.631418,4.411806
49,9.974026,0.300780,42.954147,4.437500
50,10.893617,1.101600,95.109483,4.439083
51,11.441341,0.699220,61.005570,4.538556
52,12.000000,0.500000,47.966735,4.547556
53,12.000000,0.500000,43.801022,4.575417
54,13.298701,0.300780,33.890288,4.586917
55,15.058824,0.398440,54.131380,4.601194
56,12.000000,0.500000,33.401999,4.727611
57,12.427184,0.402340,43.686580,4.732556
58,12.000000,0.500000,40.970474,4.734028
59,12.000000,0.500000,51.369497,4.763278
60,11.636364,0.601560,82.246128,4.773944
61,13.298701,0.300780,41.374838,4.819722
62,11.000000,1.000000,79.552911,4.842417
63,12.000000,0.500000,36.888685,4.859417
64,13.298701,0.300780,35.439078,4.922972
65,13.298701,0.300780,34.737163,5.030194
66,13.298701,0.300780,30.922408,5.050528
67,12.000000,0.500000,43.556878,5.097472
68,12.800000,0.703120,104.844739,5.154972
69,12.000000,0.500000,49.538415,5.174806
70,12.487805,0.800780,105.790799,5.175667
71,15.058824,0.398440,40.543221,5.176806
72,14.912621,0.402340,37.834745,5.318028
73,13.298701,0.601560,37.163348,5.369000
74,12.000000,0.500000,28.862440,5.387667
75,15.058824,0.398440,36.758984,5.477639
76,12.427184,0.402340,54.108492,5.577417
77,9.974026,0.300780,38.673991,5.579722
78,13.298701,0.300780,31.906615,5.580083
79,12.000000,0.500000,39.009689,5.663111
80,11.441341,0.699220,47.753109,5.700222
81,12.549020,0.398440,34.813458,5.720778
82,12.000000,0.500000,42.221714,5.723056
83,12.549020,0.398440,36.858167,5.728972
84,12.549020,0.398440,47.226673,5.737917
85,13.298701,0.300780,41.840238,5.739083
86,12.800000,0.703120,57.808804,5.760806
87,9.974026,0.300780,31.708248,5.785944
88,13.298701,0.300780,44.098573,5.790694
89,11.636364,0.601560,71.465629,5.867611
90,11.636364,0.601560,50.881209,5.909833
91,12.549020,0.398440,53.391318,5.933222
92,13.298701,0.300780,43.274586,5.937722
93,13.298701,0.300780,39.818418,5.944222
94,12.427184,0.402340,52.407111,5.966028
95,12.427184,0.402340,31.616693,5.978944
96,12.549020,0.398440,37.788968,5.982861
97,12.549020,0.398440,33.951324,5.987361
98,12.000000,0.500000,39.620050,5.987722
99,12.427184,0.402340,41.519799,6.007611
100,12.871508,0.699220,107.515068,6.011694
101,13.298701,0.300780,37.239643,6.025139
