mros-visit2-aa0370
Whole Night (hrs): 14.075000		SleepStage2 (hrs): 3.100000
SpindleNo,Frequency,Duration,Amplitude,Time_of_night,SleepStage
1,12.000000,0.500000,43.915465,0.021500,0
2,11.712418,0.597660,51.087205,0.347861,0
3,12.427184,0.402340,50.110628,0.374556,0
4,13.298701,0.300780,45.654994,0.524972,0
5,11.712418,0.597660,66.041047,0.588972,0
6,13.298701,0.300780,40.283818,0.600000,0
7,12.000000,0.500000,43.732357,0.636583,0
8,9.941748,0.402340,37.781338,0.658528,0
9,12.549020,0.398440,47.394522,0.659111,0
10,13.298701,0.300780,37.567712,0.686944,0
11,12.000000,0.500000,40.161746,0.733861,0
12,16.623377,0.300780,29.205768,0.805806,0
13,13.298701,0.300780,40.588998,0.827194,0
14,12.000000,0.500000,58.899825,0.850500,0
15,12.549020,0.398440,37.018387,0.895917,0
16,12.427184,0.402340,41.718166,0.896861,0
17,12.549020,0.398440,43.823911,0.912028,0
18,13.298701,0.300780,42.755779,0.918139,0
19,11.801418,1.101600,46.509499,1.033389,0
20,12.000000,0.500000,42.236973,1.054083,0
21,12.000000,0.500000,36.865797,1.066889,0
22,12.000000,0.500000,42.145418,1.072611,0
23,12.549020,0.398440,42.938888,1.285278,0
24,11.636364,0.601560,56.946670,1.326861,0
25,11.801418,1.101600,48.523690,1.329028,0
26,13.298701,0.300780,27.222095,1.368194,0
27,12.000000,0.500000,47.058824,1.374361,0
28,15.058824,0.398440,42.359045,1.375833,0
29,11.441341,0.699220,59.418631,1.399528,0
30,13.298701,0.300780,31.830320,1.431500,0
31,14.000000,0.500000,43.060960,1.462722,0
32,15.009772,1.199200,52.887770,1.576028,0
33,13.298701,0.300780,33.417258,1.576444,0
34,14.000000,0.500000,41.229877,1.576611,0
35,12.549020,0.398440,33.600366,1.602028,0
36,14.000000,0.500000,41.077287,1.619694,0
37,12.549020,0.398440,34.790570,1.633056,0
38,12.549020,0.398440,31.586175,1.643972,0
39,9.974026,0.300780,39.002060,1.648028,0
40,9.974026,0.300780,39.856565,1.672639,0
41,11.712418,0.597660,41.077287,1.673833,0
42,13.298701,0.300780,32.776379,1.674556,0
43,12.549020,0.398440,37.750820,1.676694,0
44,11.712418,0.597660,56.885634,1.715083,0
45,12.000000,0.500000,49.500267,1.751333,0
46,14.912621,0.402340,50.202182,1.797694,0
47,12.427184,0.402340,41.168841,1.815944,0
48,13.298701,0.300780,31.128405,1.818806,0
49,11.441341,0.699220,43.121996,1.822778,0
50,9.941748,0.402340,46.326390,1.836861,0
51,13.298701,0.300780,37.689784,1.888472,0
52,13.000000,1.000000,47.791257,1.896750,0
53,12.549020,0.398440,41.382467,1.904611,0
54,12.549020,0.398440,38.574807,1.922667,0
55,12.549020,0.398440,51.636530,1.973972,0
56,13.298701,0.300780,26.459144,1.991944,0
57,12.000000,0.500000,45.899138,1.995694,0
58,13.298701,0.601560,45.899138,1.996389,0
59,10.039216,0.597660,53.986419,2.008972,0
60,10.795181,1.296900,85.023270,2.020028,1
61,14.000000,0.500000,40.192264,2.026167,1
62,14.912621,0.402340,45.960174,2.026583,1
63,14.985366,0.800780,50.232700,2.026861,1
64,12.427184,0.402340,41.199359,2.027139,1
65,14.000000,0.500000,46.326390,2.044000,0
66,12.549020,0.398440,37.994965,2.055361,0
67,12.871508,0.699220,46.784161,2.065306,0
68,15.058824,0.398440,34.912642,2.067806,0
69,12.549020,0.796880,42.572671,2.083778,1
70,11.333333,1.500000,58.564126,2.155611,2
71,11.000000,1.000000,69.031815,2.190000,2
72,11.636364,0.601560,46.051728,2.290944,0
73,13.298701,0.300780,38.910506,2.389778,2
74,12.427184,0.402340,32.501717,2.421222,0
75,14.222222,0.703120,76.569772,2.467889,1
76,12.549020,0.398440,33.936065,2.512722,1
77,11.441341,0.699220,54.779889,2.545556,0
78,12.190476,0.902340,56.488899,2.658806,0
79,12.427184,0.402340,33.142596,2.679694,0
80,13.298701,0.300780,40.222782,2.683583,0
81,14.000000,0.500000,36.255436,2.691389,0
82,12.549020,0.398440,41.504540,2.748917,2
83,12.549020,0.398440,29.816129,2.817444,2
84,12.549020,0.398440,31.525139,2.902667,2
85,12.427184,0.402340,32.379644,2.938306,2
86,12.000000,0.500000,56.397345,2.996639,0
87,12.000000,0.500000,55.725948,3.011250,0
