mros-visit2-aa0317
Whole Night (hrs): 10.310000		SleepStage2 (hrs): 2.575000
SpindleNo,Frequency,Duration,Amplitude,Time_of_night,SleepStage
1,14.912621,0.402340,46.295872,0.221222,0
2,12.549020,0.398440,27.565423,0.587639,0
3,13.298701,0.601560,53.231098,0.627139,0
4,11.636364,0.601560,66.598001,0.628750,0
5,12.000000,0.500000,47.188525,0.851056,0
6,13.298701,0.300780,36.896315,0.853694,0
7,12.427184,0.402340,36.408026,1.020389,0
8,14.000000,0.500000,44.495308,1.058694,0
9,13.298701,0.300780,24.750134,1.092028,0
10,14.301676,0.699220,45.387961,1.269472,0
11,13.298701,0.300780,34.859236,1.280000,0
12,13.298701,0.300780,30.556191,1.290944,0
13,13.298701,0.300780,42.259861,1.564083,0
14,12.549020,0.398440,38.666361,1.726389,0
15,10.000000,0.500000,42.397192,1.805028,0
16,12.549020,0.398440,32.799268,1.902111,0
17,15.058824,0.597660,30.769818,1.965861,2
18,13.298701,0.300780,24.658579,1.966444,2
19,14.000000,0.500000,43.106737,1.976000,2
20,13.736585,0.800780,44.922560,1.976667,2
21,14.000000,0.500000,30.380713,2.007000,2
22,13.803922,0.796880,31.631952,2.015861,2
23,14.301676,0.699220,50.797284,2.019806,2
24,9.974026,0.601560,50.217441,2.054861,2
25,11.636364,0.601560,41.893645,2.062611,2
26,11.636364,0.601560,61.364157,2.083806,2
27,12.000000,0.500000,34.187839,2.123972,2
28,13.298701,0.300780,27.000839,2.129306,2
29,14.961039,0.601560,50.583658,2.139361,2
30,12.000000,0.500000,39.406424,2.140222,2
31,12.427184,0.402340,34.088655,2.143250,2
32,13.385621,0.597660,50.225071,2.145083,2
33,13.385621,0.597660,38.109407,2.154611,2
34,13.298701,0.601560,36.263066,2.201083,2
35,13.298701,0.300780,24.299992,2.203056,2
36,13.298701,0.300780,27.382315,2.207417,2
37,13.298701,0.300780,25.207904,2.218000,2
38,14.000000,0.500000,29.297322,2.250361,2
39,15.058824,0.398440,36.003662,2.274750,2
40,14.000000,0.500000,38.506142,2.312278,3
41,14.000000,0.500000,42.236973,2.368028,3
42,13.298701,0.300780,36.636912,2.404667,2
43,13.298701,0.300780,32.234684,2.473333,3
44,14.000000,0.500000,40.459297,2.483611,2
45,14.000000,0.500000,34.271763,2.509611,2
46,13.298701,0.300780,34.424353,2.710000,3
47,12.243478,0.898440,37.117571,2.820361,2
48,12.871508,0.699220,29.785611,2.854917,2
49,12.427184,0.402340,46.601053,2.867750,2
50,13.298701,0.300780,27.649348,2.888139,2
51,13.298701,0.300780,32.486458,2.898556,2
52,12.549020,0.398440,31.639582,2.963056,0
53,13.298701,0.300780,27.115282,2.999139,0
54,9.974026,0.300780,27.412833,2.999306,0
55,11.636364,0.601560,61.455711,3.017611,0
56,14.000000,0.500000,39.215686,3.053667,2
57,12.427184,0.402340,29.869535,3.114361,2
58,13.298701,0.300780,24.208438,3.129250,2
59,13.298701,0.601560,26.726177,3.146222,2
60,13.385621,0.597660,31.616693,3.179389,2
61,14.000000,0.500000,29.541466,3.195250,2
62,15.000000,1.000000,34.157321,3.225111,0
63,14.000000,0.500000,30.357824,3.241139,1
64,14.000000,0.500000,34.523537,3.245000,2
65,13.298701,0.300780,34.691386,3.249583,2
66,14.222222,0.703120,42.893111,3.292194,0
67,13.298701,0.300780,22.850385,3.316444,1
68,12.427184,0.402340,32.600900,3.340389,2
69,12.549020,0.398440,33.806363,3.347861,2
70,14.000000,0.500000,30.884260,3.361972,2
71,13.803922,0.796880,38.094148,3.366278,2
72,12.871508,0.699220,48.699168,3.386611,2
73,13.298701,0.300780,23.605707,3.392417,2
74,12.871508,0.699220,33.936065,3.415611,2
75,12.800000,0.703120,40.054932,3.433167,2
76,14.000000,0.500000,39.436942,3.435667,2
77,12.549020,0.398440,52.262150,3.452306,2
78,14.000000,0.500000,43.114366,3.483167,2
79,12.871508,0.699220,33.623255,3.495056,2
80,13.298701,0.300780,20.370794,3.503806,2
81,12.549020,0.398440,37.636378,3.532528,2
82,14.000000,0.500000,35.477226,3.535389,2
83,12.427184,0.402340,27.954528,3.543028,2
84,12.549020,0.398440,30.174716,3.584028,2
85,12.427184,0.402340,24.818799,3.598861,2
86,12.549020,0.398440,38.925765,3.611694,2
87,12.000000,0.500000,33.401999,3.613528,2
88,13.298701,0.300780,23.216602,3.653333,2
89,13.298701,0.300780,41.779202,3.692139,2
90,13.298701,0.300780,32.692454,3.727611,5
91,13.298701,0.300780,31.990539,3.747417,5
92,13.298701,0.300780,25.009537,3.898806,5
93,13.298701,0.300780,28.961624,3.899028,5
94,9.941748,0.402340,43.648432,3.962333,5
95,13.298701,0.300780,27.893492,3.989833,5
96,12.000000,0.500000,26.985580,4.083250,1
97,13.298701,0.300780,25.856413,4.159917,5
98,13.298701,0.300780,25.459678,4.206806,0
99,13.298701,0.300780,26.398108,4.207056,0
100,12.549020,0.398440,29.823758,4.475028,0
101,12.427184,0.402340,28.694591,4.489500,0
102,12.549020,0.398440,37.323568,4.514250,0
103,13.803922,0.796880,28.870069,4.539056,0
104,13.298701,0.300780,24.994278,4.732139,2
105,13.298701,0.300780,24.917983,4.734250,2
106,14.000000,0.500000,32.219425,4.739361,2
107,13.298701,0.300780,24.513619,4.757167,2
108,14.912621,0.402340,35.912108,4.758528,2
109,13.298701,0.300780,29.045548,4.768806,2
110,12.549020,0.398440,25.780117,4.772639,2
111,13.298701,0.300780,27.534905,4.800639,2
112,13.298701,0.300780,29.877165,4.801944,2
113,13.385621,0.597660,27.519646,4.819056,2
114,13.298701,0.601560,29.137102,4.845111,2
115,14.000000,0.500000,39.726864,4.857028,2
116,12.427184,0.402340,25.291829,4.876583,2
117,13.385621,0.597660,44.823377,4.888361,2
118,13.298701,0.300780,33.722438,4.909250,2
119,14.301676,0.699220,31.982910,4.916111,2
120,13.298701,0.300780,26.848249,4.926639,2
121,14.912621,0.402340,38.529030,4.956583,2
122,13.298701,0.300780,25.368124,4.979417,2
123,9.941748,0.402340,34.966049,4.987889,2
124,14.000000,0.500000,33.310445,4.999889,2
125,13.736585,0.800780,61.364157,5.002889,2
126,12.549020,0.398440,44.090944,5.006000,2
127,14.301676,0.699220,44.907301,5.022972,2
128,13.298701,0.300780,36.758984,5.028056,0
129,14.000000,0.500000,31.311513,5.131583,0
130,13.298701,0.300780,26.527810,5.200528,0
131,13.298701,0.300780,23.338674,5.234722,0
132,13.298701,0.300780,22.484169,5.290556,0
133,13.298701,0.300780,29.930571,5.304500,0
134,13.298701,0.300780,25.825895,5.341167,0
135,11.636364,0.601560,34.546426,5.357556,1
136,13.298701,0.300780,29.594873,5.373611,0
137,12.549020,0.398440,25.673304,5.470028,2
138,13.298701,0.300780,28.847181,5.605833,1
139,13.298701,0.601560,34.302281,5.622833,1
140,13.298701,0.300780,23.491264,5.641389,1
141,14.000000,0.500000,31.113146,5.656639,1
142,14.222222,0.703120,31.662470,5.674972,1
143,13.298701,0.300780,24.597543,5.700917,2
144,14.301676,0.699220,37.506676,5.708778,2
145,13.298701,0.300780,30.411231,5.724833,2
146,13.298701,0.300780,23.529412,5.735333,2
147,14.000000,0.500000,33.417258,5.755167,2
148,13.298701,0.300780,25.474937,5.770417,2
149,12.427184,0.402340,31.258106,5.974500,5
150,12.427184,0.402340,31.570916,6.012333,5
151,13.298701,0.300780,30.601968,6.154250,0
152,13.298701,0.300780,27.306020,6.178000,5
153,12.549020,0.398440,24.773022,6.283139,2
154,13.298701,0.601560,23.392081,6.307194,2
155,13.298701,0.300780,24.498360,6.315361,2
156,12.549020,0.398440,33.638514,6.491806,0
157,13.298701,0.601560,39.963378,6.546389,0
158,13.298701,0.300780,30.617227,6.569528,0
159,13.298701,0.300780,25.848783,6.644222,1
160,14.301676,0.699220,34.592203,6.666611,2
161,13.298701,0.300780,25.551232,6.745139,0
162,13.298701,0.300780,23.033494,6.760139,0
163,13.298701,0.300780,30.388342,6.766222,0
164,12.427184,0.402340,28.267338,6.766722,0
165,13.298701,0.300780,31.578546,6.792306,1
166,15.058824,0.398440,28.274968,6.874861,2
167,13.298701,0.601560,46.410315,6.914306,1
168,14.301676,0.699220,39.345388,6.931722,1
169,12.427184,0.402340,30.205234,6.948028,1
170,12.549020,0.398440,24.437324,6.953472,2
171,14.912621,0.402340,23.491264,6.965528,2
172,13.298701,0.300780,25.955596,6.977556,2
173,12.549020,0.398440,39.894713,7.026250,2
174,13.298701,0.601560,40.154116,7.074222,2
175,13.298701,0.300780,24.986648,7.084917,2
176,13.298701,0.601560,38.307774,7.085556,2
177,13.298701,0.300780,23.636225,7.126917,2
178,14.912621,0.402340,39.284352,7.133583,2
179,14.000000,0.500000,27.084764,7.134694,2
180,12.427184,0.402340,25.162127,7.348306,2
181,14.000000,0.500000,24.498360,7.351750,2
182,13.298701,0.300780,21.583886,7.352722,2
183,12.549020,0.398440,25.070573,7.391000,2
184,13.298701,0.300780,29.610132,7.507167,5
185,13.298701,0.300780,25.825895,7.985333,5
186,12.549020,0.398440,32.516976,8.370167,0
187,13.298701,0.300780,28.725109,8.370500,0
188,12.427184,0.402340,33.073930,8.371306,0
189,13.298701,0.300780,21.362631,8.406333,0
190,12.549020,0.398440,32.722972,8.458750,0
191,12.549020,0.398440,25.772488,8.530000,0
192,12.427184,0.402340,91.416800,8.619639,0
193,13.298701,0.300780,28.259709,8.706917,0
194,13.298701,0.300780,24.559396,8.782611,0
195,12.871508,0.699220,36.263066,9.390056,0
196,13.298701,0.300780,27.679866,9.393833,0
197,13.298701,0.300780,26.291295,9.634167,0
198,12.549020,0.398440,33.051041,9.662528,0
199,13.298701,0.300780,36.179141,9.718472,0
200,13.298701,0.300780,25.925078,9.820000,0
201,14.000000,0.500000,35.431449,9.827861,0
202,13.298701,0.300780,22.438392,9.839972,0
