mros-visit2-aa3507
Whole Night (hrs): 15.481111		SleepStage2 (hrs): 3.000000
SpindleNo,Frequency,Duration,Amplitude,Time_of_night,SleepStage
1,10.000000,0.500000,107.240406,0.019028,0
2,10.000000,0.500000,30.121309,0.020444,0
3,14.985366,0.800780,32.990005,0.020611,0
4,11.712418,0.597660,76.112001,0.020917,0
5,15.644444,0.703120,77.363241,0.021778,0
6,15.058824,0.796880,30.457008,0.022111,0
7,10.000000,0.500000,61.188678,0.023472,0
8,13.298701,0.300780,27.832456,0.023667,0
9,13.298701,0.300780,30.060273,0.024083,0
10,14.961039,0.601560,99.366751,0.025111,0
11,15.058824,0.597660,32.745861,0.025444,0
12,10.000000,0.500000,77.668421,0.025889,0
13,16.000000,0.500000,30.212863,0.026972,0
14,14.961039,0.601560,32.776379,0.027278,0
15,14.961039,0.601560,52.765698,0.028444,0
16,10.000000,0.500000,50.263218,0.029222,0
17,13.298701,0.300780,35.553521,0.381306,0
18,13.298701,0.300780,28.137636,2.437500,0
19,10.000000,0.500000,44.556344,2.495611,0
20,15.058824,0.398440,39.520867,2.568333,0
21,13.298701,0.300780,29.480430,2.632750,1
22,13.298701,0.601560,42.053864,2.639778,2
23,14.222222,0.703120,45.807584,2.643028,0
24,15.058824,0.398440,37.781338,2.688222,2
25,14.000000,0.500000,28.412299,2.790250,2
26,12.000000,0.500000,61.829557,2.807139,2
27,13.298701,0.300780,27.283131,2.855500,2
28,12.549020,0.398440,34.882124,2.861000,2
29,14.000000,0.500000,46.478981,2.900139,2
30,12.549020,0.398440,30.518044,2.932639,2
31,14.301676,0.699220,43.793393,2.944028,2
32,12.549020,0.398440,33.447776,2.954667,0
33,16.623377,0.300780,35.187304,2.956667,0
34,13.298701,0.300780,36.682689,3.006917,0
35,12.800000,0.703120,39.490349,3.027333,1
36,15.058824,0.597660,28.564889,3.050306,2
37,13.298701,0.300780,29.419394,3.050667,2
38,12.000000,0.500000,52.735180,3.051167,2
39,13.298701,0.300780,35.614557,3.051444,2
40,12.549020,0.398440,47.882811,3.063611,2
41,12.549020,0.398440,44.190127,3.064056,2
42,13.617021,1.101600,61.371786,3.064361,2
43,13.298701,0.601560,66.407263,3.064861,2
44,9.985816,1.101600,340.672923,3.065194,2
45,13.298701,0.300780,26.428626,3.088972,0
46,14.000000,0.500000,34.912642,3.119056,1
47,14.912621,0.402340,33.173114,3.123806,1
48,13.298701,0.300780,30.609598,3.129583,1
49,13.298701,0.300780,35.400931,3.155556,0
50,13.298701,0.300780,26.764324,3.155750,0
